"Client_ID","rf_pred"
"A8856","1"
"A8857","1"
"A8858","0"
"A8859","1"
"A8860","0"
"A8861","0"
"A8862","0"
"A8864","0"
"A8865","1"
"A8867","0"
"A8868","1"
"A8869","0"
"A8870","1"
"A8871","0"
"A8873","0"
"A8874","0"
"A8875","0"
"A8876","0"
"A8878","1"
"A8879","0"
"A8880","0"
"A8881","0"
"A8882","0"
"A8884","0"
"A8885","0"
"A8886","0"
"A8887","1"
"A8889","1"
"A8890","0"
"A8893","0"
"A8894","0"
"A8895","0"
"A8896","0"
"A8897","0"
"A8898","0"
"A8899","1"
"A8900","0"
"A8903","0"
"A8904","0"
"A8905","0"
"A8906","0"
"A8907","0"
"A8908","0"
"A8909","0"
"A8910","0"
"A8911","0"
"A8912","0"
"A8914","0"
"A8915","0"
"A8916","0"
"A8917","0"
"A8919","0"
"A8920","1"
"A8921","0"
"A8922","0"
"A8923","0"
"A8924","0"
"A8925","0"
"A8928","0"
"A8929","0"
"A8931","0"
"A8933","1"
"A8934","0"
"A8935","0"
"A8938","1"
"A8939","0"
"A8940","0"
"A8941","0"
"A8942","0"
"A8943","0"
"A8944","0"
"A8945","1"
"A8947","0"
"A8948","1"
"A8950","0"
"A8951","0"
"A8952","1"
"A8953","0"
"A8954","1"
"A8955","0"
"A8956","0"
"A8957","0"
"A8958","0"
"A8960","1"
"A8961","0"
"A8962","0"
"A8963","0"
"A8964","0"
"A8965","0"
"A8966","1"
"A8967","1"
"A8968","0"
"A8969","0"
"A8971","0"
"A8972","0"
"A8973","1"
"A8974","0"
"A8975","1"
"A8976","0"
"A8979","0"
"A8981","0"
"A8982","0"
"A8983","0"
"A8984","1"
"A8985","1"
"A8986","0"
"A8987","0"
"A8988","0"
"A8989","1"
"A8990","0"
"A8991","0"
"A8992","0"
"A8994","0"
"A8997","0"
"A8999","1"
"A9000","0"
"A9001","0"
"A9002","0"
"A9003","1"
"A9004","0"
"A9006","0"
"A9007","1"
"A9008","0"
"A9009","0"
"A9010","0"
"A9013","1"
"A9014","0"
"A9015","0"
"A9016","0"
"A9017","0"
"A9018","1"
"A9019","0"
"A9020","1"
"A9021","0"
"A9022","0"
"A9023","0"
"A9026","0"
"A9028","0"
"A9029","0"
"A9030","0"
"A9031","0"
"A9032","1"
"A9033","0"
"A9034","1"
"A9035","0"
"A9036","0"
"A9037","0"
"A9038","0"
"A9041","1"
"A9043","0"
"A9045","0"
"A9047","0"
"A9052","1"
"A9053","0"
"A9054","0"
"A9055","0"
"A9056","0"
"A9057","0"
"A9058","0"
"A9059","0"
"A9061","0"
"A9063","1"
"A9064","0"
"A9065","0"
"A9066","0"
"A9067","0"
"A9068","0"
"A9070","1"
"A9072","0"
"A9075","1"
"A9076","1"
"A9077","1"
"A9078","1"
"A9079","1"
"A9080","0"
"A9081","1"
"A9082","0"
"A9084","0"
"A9085","1"
"A9087","0"
"A9088","0"
"A9089","0"
"A9090","1"
"A9092","0"
"A9094","1"
"A9098","0"
"A9100","0"
"A9103","1"
"A9104","0"
"A9105","0"
"A9106","1"
"A9107","1"
"A9108","1"
"A9109","0"
"A9110","0"
"A9112","0"
"A9113","0"
"A9115","0"
"A9117","0"
"A9118","0"
"A9119","1"
"A9120","0"
"A9121","0"
"A9122","0"
"A9123","0"
"A9124","1"
"A9125","0"
"A9127","0"
"A9128","0"
"A9129","0"
"A9130","0"
"A9131","1"
"A9132","1"
"A9133","0"
"A9134","0"
"A9135","0"
"A9136","0"
"A9137","0"
"A9139","0"
"A9140","0"
"A9142","0"
"A9143","1"
"A9144","0"
"A9145","1"
"A9146","0"
"A9148","0"
"A9150","0"
"A9153","0"
"A9154","0"
"A9155","0"
"A9156","0"
"A9157","0"
"A9158","0"
"A9159","0"
"A9160","0"
"A9161","0"
"A9163","0"
"A9164","0"
"A9165","1"
"A9166","0"
"A9167","1"
"A9169","0"
"A9170","0"
"A9171","1"
"A9172","0"
"A9174","0"
"A9175","1"
"A9176","0"
"A9177","0"
"A9178","0"
"A9179","0"
"A9181","0"
"A9182","0"
"A9183","0"
"A9186","0"
"A9187","0"
"A9188","1"
"A9189","0"
"A9190","0"
"A9192","0"
"A9193","1"
"A9194","0"
"A9195","1"
"A9196","0"
"A9197","1"
"A9198","1"
"A9199","0"
"A9201","0"
"A9203","0"
"A9206","0"
"A9209","0"
"A9210","0"
"A9211","1"
"A9212","0"
"A9213","0"
"A9214","0"
"A9215","1"
"A9216","0"
"A9217","1"
"A9218","0"
"A9219","0"
"A9220","0"
"A9221","0"
"A9222","1"
"A9223","1"
"A9224","0"
"A9225","0"
"A9226","0"
"A9227","0"
"A9228","1"
"A9229","1"
"A9230","0"
"A9231","1"
"A9233","0"
"A9234","1"
"A9235","0"
"A9237","0"
"A9239","0"
"A9240","0"
"A9241","0"
"A9242","1"
"A9243","0"
"A9244","0"
"A9245","0"
"A9246","0"
"A9247","0"
"A9248","1"
"A9249","0"
"A9250","0"
"A9251","0"
"A9252","0"
"A9254","0"
"A9255","0"
"A9256","1"
"A9257","1"
"A9260","0"
"A9262","0"
"A9263","0"
"A9265","0"
"A9267","0"
"A9268","0"
"A9269","0"
"A9270","0"
"A9271","0"
"A9272","1"
"A9273","1"
"A9274","0"
"A9275","0"
"A9276","0"
"A9277","0"
"A9278","0"
"A9279","0"
"A9281","0"
"A9282","0"
"A9283","0"
"A9284","0"
"A9285","0"
"A9286","0"
"A9288","1"
"A9289","0"
"A9290","1"
"A9291","0"
"A9292","0"
"A9294","0"
"A9295","0"
"A9296","1"
"A9297","0"
"A9299","0"
"A9301","0"
"A9302","1"
"A9303","0"
"A9304","0"
"A9305","0"
"A9306","1"
"A9307","0"
"A9308","1"
"A9310","0"
"A9311","1"
"A9312","0"
"A9313","0"
"A9314","1"
"A9315","0"
"A9316","0"
"A9317","1"
"A9319","0"
"A9320","0"
"A9323","0"
"A9324","1"
"A9325","0"
"A9326","0"
"A9327","0"
"A9328","0"
"A9329","1"
"A9330","0"
"A9331","0"
"A9332","0"
"A9333","0"
"A9334","0"
"A9335","0"
"A9337","1"
"A9338","1"
"A9339","0"
"A9341","1"
"A9342","0"
"A9343","0"
"A9345","0"
"A9347","0"
"A9348","0"
"A9350","0"
"A9351","0"
"A9352","0"
"A9353","0"
"A9354","0"
"A9355","0"
"A9356","0"
"A9357","1"
"A9358","0"
"A9359","0"
"A9361","0"
"A9362","0"
"A9363","0"
"A9365","1"
"A9366","0"
"A9367","0"
"A9369","1"
"A9370","0"
"A9371","1"
"A9373","0"
"A9374","0"
"A9375","0"
"A9376","1"
"A9377","1"
"A9378","1"
"A9379","0"
"A9380","1"
"A9381","0"
"A9382","0"
"A9383","0"
"A9385","0"
"A9386","1"
"A9389","0"
"A9390","0"
"A9391","0"
"A9392","1"
"A9393","0"
"A9395","0"
"A9396","1"
"A9397","1"
"A9398","0"
"A9399","0"
"A9400","0"
"A9401","1"
"A9402","0"
"A9403","0"
"A9404","0"
"A9405","0"
"A9406","0"
"A9408","1"
"A9409","0"
"A9411","0"
"A9412","0"
"A9413","1"
"A9414","1"
"A9415","0"
"A9416","0"
"A9417","0"
"A9418","0"
"A9420","0"
"A9421","0"
"A9422","0"
"A9425","1"
"A9426","0"
"A9427","0"
"A9429","0"
"A9430","1"
"A9431","0"
"A9432","0"
"A9433","0"
"A9434","1"
"A9437","0"
"A9438","1"
"A9439","0"
"A9440","1"
"A9441","0"
"A9442","0"
"A9443","0"
"A9444","0"
"A9445","0"
"A9447","0"
"A9450","1"
"A9451","0"
"A9452","1"
"A9453","0"
"A9454","0"
"A9455","0"
"A9456","0"
"A9457","0"
"A9458","1"
"A9459","1"
"A9461","1"
"A9462","0"
"A9463","0"
"A9464","1"
"A9465","0"
"A9466","0"
"A9467","0"
"A9468","0"
"A9469","0"
"A9470","0"
"A9471","0"
"A9472","0"
"A9473","1"
"A9474","0"
"A9475","0"
"A9476","1"
"A9477","0"
"A9478","1"
"A9479","0"
"A9480","1"
"A9481","1"
"A9482","0"
"A9483","0"
"A9485","0"
"A9486","0"
"A9487","0"
"A9488","0"
"A9489","1"
"A9491","0"
"A9492","0"
"A9493","1"
"A9494","1"
"A9495","1"
"A9496","0"
"A9497","0"
"A9499","0"
"A9501","0"
"A9502","0"
"A9503","0"
"A9504","0"
"A9506","0"
"A9507","0"
"A9509","0"
"A9510","0"
"A9511","0"
"A9512","0"
"A9513","0"
"A9514","0"
"A9515","0"
"A9516","0"
"A9517","0"
"A9518","1"
"A9519","0"
"A9520","0"
"A9521","0"
"A9522","0"
"A9523","0"
"A9524","0"
"A9526","0"
"A9527","0"
"A9528","1"
"A9530","0"
"A9531","0"
"A9532","1"
"A9533","0"
"A9535","0"
"A9536","0"
"A9537","1"
"A9538","1"
"A9539","0"
"A9540","0"
"A9541","0"
"A9542","0"
"A9543","0"
"A9544","1"
"A9545","0"
"A9546","0"
"A9547","0"
"A9548","0"
"A9549","0"
"A9550","0"
"A9551","0"
"A9552","0"
"A9553","0"
"A9554","0"
"A9556","0"
"A9557","0"
"A9558","0"
"A9559","0"
"A9560","1"
"A9561","0"
"A9563","1"
"A9564","0"
"A9565","0"
"A9567","0"
"A9568","0"
"A9569","1"
"A9571","0"
"A9572","1"
"A9573","0"
"A9574","0"
"A9576","0"
"A9577","1"
"A9579","0"
"A9580","0"
"A9581","0"
"A9582","0"
"A9583","1"
"A9584","1"
"A9587","0"
"A9589","0"
"A9590","1"
"A9591","0"
"A9592","0"
"A9593","0"
"A9594","1"
"A9595","0"
"A9596","0"
"A9599","0"
"A9600","1"
"A9602","0"
"A9606","0"
"A9607","0"
"A9608","0"
"A9609","0"
"A9610","1"
"A9611","0"
"A9612","0"
"A9613","0"
"A9615","0"
"A9617","0"
"A9618","0"
"A9619","0"
"A9620","1"
"A9621","0"
"A9622","0"
"A9624","0"
"A9625","0"
"A9626","1"
"A9627","0"
"A9628","0"
"A9629","0"
"A9630","0"
"A9631","1"
"A9634","0"
"A9635","0"
"A9636","0"
"A9637","0"
"A9638","0"
"A9639","0"
"A9642","0"
"A9643","0"
"A9644","0"
"A9645","0"
"A9646","0"
"A9647","0"
"A9648","0"
"A9649","0"
"A9650","0"
"A9652","0"
"A9653","0"
"A9654","0"
"A9655","0"
"A9658","0"
"A9659","0"
"A9660","0"
"A9662","1"
"A9663","0"
"A9664","0"
"A9665","1"
"A9666","0"
"A9668","1"
"A9669","0"
"A9670","0"
"A9671","0"
"A9672","0"
"A9675","0"
"A9676","0"
"A9678","0"
"A9679","0"
"A9680","0"
"A9681","0"
"A9682","0"
"A9683","0"
"A9684","0"
"A9685","1"
"A9686","0"
"A9687","0"
"A9688","0"
"A9689","0"
"A9690","1"
"A9691","0"
"A9692","0"
"A9694","0"
"A9695","1"
"A9696","0"
"A9698","0"
"A9700","0"
"A9702","1"
"A9703","0"
"A9704","0"
"A9705","0"
"A9706","0"
"A9707","1"
"A9708","1"
"A9709","0"
"A9711","0"
"A9713","0"
"A9715","1"
"A9717","0"
"A9718","0"
"A9719","1"
"A9720","0"
"A9721","0"
"A9722","1"
"A9725","0"
"A9726","0"
"A9728","0"
"A9730","0"
"A9731","0"
"A9732","1"
"A9734","0"
"A9735","0"
"A9736","0"
"A9737","0"
"A9739","0"
"A9740","0"
"A9742","0"
"A9743","0"
"A9744","0"
"A9745","0"
"A9746","0"
"A9747","0"
"A9749","0"
"A9750","0"
"A9751","0"
"A9752","0"
"A9753","0"
"A9754","0"
"A9755","0"
"A9757","0"
"A9758","0"
"A9759","0"
"A9760","0"
"A9761","0"
"A9762","0"
"A9763","1"
"A9764","0"
"A9765","1"
"A9766","0"
"A9768","0"
"A9769","0"
"A9770","0"
"A9772","0"
"A9773","0"
"A9774","0"
"A9775","0"
"A9777","0"
"A9779","1"
"A9781","0"
"A9782","1"
"A9784","0"
"A9785","0"
"A9786","1"
"A9787","0"
"A9791","0"
"A9793","0"
"A9795","0"
"A9796","1"
"A9798","0"
"A9799","1"
"A9802","1"
"A9804","0"
"A9806","0"
"A9807","0"
"A9808","0"
"A9810","0"
"A9811","0"
"A9812","0"
"A9813","0"
"A9814","0"
"A9816","0"
"A9818","1"
"A9819","0"
"A9820","0"
"A9823","0"
"A9824","1"
"A9825","0"
"A9826","0"
"A9827","1"
"A9828","0"
"A9829","1"
"A9830","0"
"A9832","0"
"A9834","0"
"A9836","0"
"A9837","0"
"A9838","0"
"A9839","1"
"A9840","0"
"A9842","1"
"A9843","1"
"A9844","0"
"A9846","0"
"A9848","1"
"A9849","0"
"A9850","0"
"A9851","0"
"A9852","1"
"A9853","0"
"A9854","0"
"A9855","0"
"A9857","1"
"A9858","1"
"A9860","0"
"A9861","0"
"A9862","0"
"A9864","0"
"A9865","0"
"A9866","1"
"A9867","0"
"A9868","0"
"A9869","0"
"A9870","0"
"A9871","1"
"A9872","0"
"A9873","0"
"A9874","0"
"A9875","0"
"A9876","0"
"A9877","0"
"A9879","0"
"A9880","0"
"A9881","1"
"A9882","0"
"A9883","0"
"A9886","0"
"A9887","0"
"A9889","0"
"A9890","1"
"A9891","0"
"A9892","0"
"A9893","0"
"A9894","0"
"A9895","0"
"A9896","0"
"A9897","0"
"A9898","1"
"A9901","1"
"A9902","0"
"A9904","1"
"A9909","0"
"A9910","1"
"A9911","0"
"A9912","0"
"A9913","0"
"A9914","0"
"A9915","1"
"A9916","0"
"A9918","0"
"A9920","0"
"A9921","0"
"A9922","0"
"A9923","0"
"A9924","0"
"A9926","0"
"A9927","0"
"A9928","1"
"A9929","0"
"A9930","1"
"A9931","0"
"A9932","0"
"A9933","1"
"A9936","0"
"A9937","0"
"A9938","0"
"A9939","0"
"A9941","1"
"A9942","0"
"A9943","0"
"A9944","0"
"A9945","0"
"A9946","0"
"A9948","0"
"A9949","1"
"A9950","0"
"A9951","0"
"A9952","0"
"A9953","1"
"A9954","0"
"A9955","1"
"A9956","0"
"A9957","0"
"A9959","0"
"A9960","0"
"A9961","0"
"A9962","0"
"A9963","0"
"A9964","0"
"A9965","1"
"A9966","0"
"A9967","0"
"A9968","0"
"A9969","0"
"A9970","0"
"A9971","1"
"A9972","0"
"A9973","0"
"A9974","0"
"A9976","0"
"A9977","0"
"A9979","0"
"A9980","1"
"A9981","0"
"A9984","0"
"A9985","0"
"A9986","0"
"A9987","0"
"A9988","0"
"A9989","0"
"A9991","0"
"A9993","1"
"A9995","1"
"A9996","0"
"A9998","0"
"A9999","1"
"A10000","0"
"A10001","1"
"A10002","0"
"A10003","0"
"A10004","0"
"A10005","0"
"A10006","0"
"A10007","0"
"A10010","1"
"A10014","1"
"A10016","0"
"A10017","0"
"A10019","0"
"A10020","1"
"A10023","0"
"A10026","1"
"A10027","0"
"A10028","0"
"A10030","0"
"A10032","0"
"A10033","1"
"A10035","1"
"A10036","0"
"A10037","0"
"A10038","0"
"A10039","0"
"A10041","0"
"A10043","1"
"A10044","0"
"A10045","0"
"A10046","0"
"A10047","1"
"A10048","0"
"A10049","0"
"A10050","0"
"A10053","0"
"A10054","1"
"A10055","0"
"A10056","0"
"A10057","0"
"A10058","0"
"A10059","0"
"A10060","0"
"A10062","0"
"A10064","0"
"A10065","1"
"A10066","1"
"A10067","0"
"A10068","0"
"A10069","0"
"A10070","1"
"A10071","0"
"A10072","0"
"A10073","0"
"A10074","0"
"A10075","0"
"A10076","0"
"A10078","0"
"A10081","0"
"A10083","0"
"A10084","0"
"A10086","0"
"A10087","1"
"A10088","0"
"A10089","1"
"A10091","0"
"A10092","1"
"A10093","0"
"A10095","0"
"A10096","0"
"A10097","0"
"A10098","0"
"A10099","1"
"A10100","0"
"A10101","0"
"A10102","0"
"A10103","1"
"A10104","0"
"A10105","0"
"A10108","0"
"A10109","0"
"A10111","1"
"A10112","0"
"A10113","0"
"A10114","0"
"A10115","0"
"A10116","0"
"A10118","0"
"A10119","0"
"A10120","0"
"A10121","1"
"A10122","0"
"A10123","0"
"A10125","0"
"A10126","0"
"A10127","0"
"A10128","1"
"A10129","1"
"A10130","0"
"A10131","0"
"A10132","0"
"A10133","0"
"A10134","0"
"A10135","0"
"A10136","1"
"A10137","0"
"A10138","0"
"A10140","0"
"A10141","1"
"A10143","0"
"A10144","0"
"A10147","0"
"A10148","0"
"A10149","0"
"A10152","1"
"A10153","0"
"A10156","1"
"A10157","1"
"A10159","0"
"A10160","0"
"A10161","0"
"A10162","0"
"A10163","0"
"A10164","0"
"A10165","1"
"A10168","1"
"A10169","0"
"A10171","0"
"A10172","0"
"A10173","0"
"A10174","0"
"A10176","0"
"A10177","0"
"A10178","0"
"A10179","0"
"A10181","1"
"A10182","0"
"A10183","0"
"A10184","1"
"A10185","0"
"A10187","1"
"A10188","0"
"A10191","0"
"A10192","0"
"A10193","0"
"A10194","0"
"A10195","1"
"A10196","0"
"A10197","1"
"A10198","0"
"A10199","1"
"A10201","0"
"A10203","0"
"A10204","0"
"A10205","0"
"A10206","0"
"A10207","0"
"A10208","0"
"A10209","0"
"A10210","0"
"A10211","0"
"A10212","1"
"A10213","0"
"A10214","0"
"A10215","0"
"A10217","0"
"A10218","0"
"A10219","0"
"A10221","0"
"A10222","0"
"A10224","0"
"A10225","0"
"A10227","0"
"A10228","0"
"A10229","0"
"A10230","0"
"A10231","1"
"A10232","0"
"A10233","1"
"A10234","0"
"A10235","0"
"A10236","0"
"A10237","0"
"A10238","0"
"A10239","0"
"A10240","0"
"A10242","0"
"A10244","0"
"A10246","0"
"A10248","1"
"A10249","0"
"A10250","0"
"A10251","1"
"A10252","1"
"A10253","0"
"A10254","0"
"A10255","1"
"A10256","0"
"A10258","0"
"A10259","0"
"A10260","0"
"A10261","0"
"A10262","0"
"A10263","0"
"A10264","0"
"A10265","0"
"A10266","0"
"A10267","0"
"A10268","0"
"A10269","0"
"A10270","0"
"A10271","0"
"A10273","1"
"A10274","0"
"A10275","0"
"A10276","0"
"A10278","0"
"A10279","1"
"A10280","0"
"A10281","0"
"A10282","0"
"A10283","0"
"A10284","0"
"A10285","0"
"A10288","1"
"A10289","0"
"A10290","0"
"A10291","0"
"A10292","0"
"A10293","0"
"A10295","1"
"A10296","0"
"A10298","0"
"A10299","0"
"A10300","0"
"A10301","0"
"A10302","0"
"A10306","0"
"A10307","0"
"A10309","0"
"A10310","1"
"A10312","0"
"A10313","0"
"A10314","0"
"A10315","1"
"A10316","1"
"A10317","0"
"A10318","0"
"A10319","0"
"A10320","0"
"A10321","0"
"A10322","0"
"A10323","1"
"A10324","0"
"A10325","0"
"A10326","1"
"A10327","1"
"A10329","0"
"A10330","0"
"A10332","0"
"A10333","1"
"A10334","0"
"A10336","0"
"A10338","1"
"A10339","1"
"A10341","0"
"A10343","0"
"A10344","0"
"A10345","0"
"A10347","0"
"A10348","0"
"A10349","0"
"A10351","1"
"A10352","0"
"A10353","0"
"A10354","1"
"A10355","1"
"A10356","0"
"A10357","1"
"A10358","0"
"A10359","0"
"A10360","0"
"A10361","1"
"A10364","0"
"A10365","0"
"A10366","0"
"A10368","1"
"A10369","0"
"A10370","1"
"A10371","0"
"A10372","0"
"A10373","0"
"A10374","0"
"A10375","1"
"A10376","0"
"A10377","0"
"A10380","0"
"A10381","1"
"A10382","0"
"A10385","0"
"A10386","0"
"A10387","0"
"A10388","1"
"A10389","1"
"A10390","1"
"A10391","1"
"A10392","0"
"A10395","0"
"A10396","1"
"A10397","1"
"A10398","0"
"A10400","0"
"A10401","0"
"A10402","0"
"A10403","1"
"A10405","0"
"A10409","1"
"A10411","1"
"A10412","0"
"A10413","1"
"A10416","0"
"A10417","0"
"A10418","0"
"A10419","0"
"A10420","0"
"A10421","0"
"A10422","0"
"A10425","1"
"A10426","0"
"A10428","0"
"A10429","0"
"A10430","0"
"A10431","0"
"A10432","1"
"A10433","0"
"A10434","0"
"A10435","0"
"A10436","0"
"A10437","0"
"A10438","0"
"A10439","0"
"A10440","1"
"A10441","0"
"A10443","0"
"A10444","0"
"A10445","0"
"A10446","0"
"A10447","0"
"A10448","0"
"A10450","0"
"A10451","0"
"A10452","0"
"A10453","0"
"A10454","0"
"A10455","0"
"A10457","0"
"A10458","0"
"A10459","0"
"A10460","1"
"A10461","0"
"A10462","0"
"A10463","0"
"A10464","0"
"A10466","0"
"A10468","0"
"A10469","0"
"A10470","0"
"A10471","0"
"A10472","0"
"A10473","0"
"A10474","0"
"A10475","0"
"A10476","0"
"A10477","0"
"A10478","0"
"A10479","0"
"A10480","0"
"A10483","0"
"A10484","0"
"A10485","1"
"A10486","0"
"A10487","0"
"A10488","1"
"A10489","0"
"A10491","0"
"A10492","0"
"A10493","0"
"A10496","1"
"A10497","0"
"A10498","0"
"A10499","0"
"A10500","1"
"A10501","0"
"A10502","0"
"A10504","0"
"A10505","0"
"A10506","0"
"A10507","1"
"A10508","1"
"A10509","0"
"A10510","1"
"A10513","0"
"A10515","0"
"A10516","0"
"A10517","0"
"A10519","0"
"A10520","0"
"A10522","1"
"A10524","1"
"A10525","1"
"A10526","0"
"A10528","0"
"A10529","0"
"A10531","0"
"A10532","0"
"A10533","0"
"A10534","0"
"A10535","0"
"A10537","0"
"A10539","0"
"A10541","0"
"A10542","1"
"A10543","0"
"A10545","0"
"A10546","0"
"A10547","1"
"A10550","1"
"A10551","0"
"A10552","0"
"A10553","0"
"A10554","1"
"A10555","0"
"A10556","0"
"A10557","0"
"A10558","0"
"A10559","0"
"A10560","0"
"A10561","0"
"A10562","0"
"A10564","0"
"A10565","0"
"A10567","0"
"A10568","0"
"A10569","0"
"A10570","0"
"A10571","0"
"A10572","1"
"A10573","0"
"A10575","0"
"A10577","0"
"A10579","0"
"A10580","0"
"A10581","0"
"A10582","0"
"A10583","0"
"A10584","0"
"A10586","0"
"A10587","1"
"A10588","0"
"A10591","0"
"A10592","0"
"A10593","0"
"A10596","0"
"A10597","0"
"A10599","0"
"A10600","0"
"A10601","0"
"A10602","0"
"A10604","0"
"A10605","0"
"A10606","0"
"A10607","0"
"A10608","0"
"A10609","0"
"A10610","0"
"A10612","0"
"A10613","0"
"A10614","0"
"A10617","0"
"A10619","0"
"A10620","0"
"A10621","0"
"A10623","1"
"A10624","0"
"A10625","1"
"A10628","0"
"A10629","1"
"A10630","0"
"A10631","0"
"A10632","0"
"A10633","1"
"A10634","0"
"A10635","0"
"A10636","0"
"A10637","0"
"A10638","0"
"A10639","0"
"A10640","0"
"A10641","0"
"A10644","0"
"A10645","0"
"A10647","0"
"A10648","0"
"A10649","0"
"A10650","0"
"A10651","0"
"A10652","0"
"A10653","0"
"A10654","0"
"A10655","0"
"A10656","1"
"A10657","0"
"A10658","0"
"A10659","0"
"A10660","1"
"A10661","0"
"A10663","1"
"A10664","1"
"A10665","0"
"A10666","0"
"A10667","1"
"A10668","0"
"A10669","0"
"A10670","0"
"A10671","1"
"A10672","0"
"A10674","0"
"A10675","0"
"A10676","0"
"A10678","0"
"A10679","0"
"A10680","0"
"A10681","0"
"A10682","0"
"A10683","0"
"A10684","0"
"A10685","1"
"A10686","0"
"A10687","0"
"A10688","0"
"A10690","0"
"A10693","0"
"A10694","0"
"A10696","1"
"A10697","1"
"A10698","0"
"A10699","1"
"A10700","0"
"A10703","0"
"A10705","0"
"A10706","0"
"A10707","0"
"A10708","1"
"A10711","0"
"A10712","0"
"A10714","1"
"A10715","0"
"A10716","0"
"A10718","0"
"A10720","0"
"A10721","0"
"A10722","0"
"A10724","0"
"A10725","0"
"A10726","0"
"A10727","0"
"A10729","1"
"A10732","0"
"A10734","0"
"A10735","0"
"A10736","0"
"A10737","0"
"A10738","0"
"A10739","0"
"A10740","1"
"A10741","1"
"A10742","1"
"A10745","1"
"A10746","0"
"A10748","0"
"A10749","1"
"A10752","0"
"A10754","0"
"A10755","0"
"A10757","1"
"A10759","0"
"A10761","0"
"A10764","1"
"A10765","0"
"A10766","0"
"A10767","0"
"A10769","1"
"A10770","0"
"A10771","0"
"A10773","0"
"A10774","0"
"A10775","0"
"A10778","0"
"A10779","0"
"A10780","0"
"A10781","0"
"A10782","0"
"A10783","0"
"A10784","0"
"A10785","0"
"A10786","0"
"A10787","0"
"A10788","0"
"A10789","0"
"A10790","0"
"A10791","0"
"A10792","0"
"A10793","1"
"A10795","0"
"A10796","0"
"A10799","0"
"A10800","0"
"A10803","1"
"A10804","1"
"A10805","0"
"A10808","0"
"A10809","0"
"A10810","0"
"A10811","0"
"A10812","0"
"A10814","0"
"A10815","1"
"A10816","1"
"A10817","0"
"A10818","0"
"A10819","1"
"A10821","0"
"A10822","0"
"A10826","0"
"A10827","1"
"A10828","0"
"A10831","1"
"A10832","0"
"A10833","0"
"A10834","1"
"A10835","0"
"A10836","0"
"A10837","0"
"A10838","0"
"A10839","0"
"A10841","0"
"A10843","1"
"A10844","0"
"A10845","0"
"A10846","0"
"A10847","0"
"A10848","0"
"A10849","0"
"A10851","0"
"A10853","1"
"A10854","1"
"A10855","0"
"A10856","0"
"A10857","0"
"A10858","0"
"A10860","1"
"A10861","0"
"A10862","1"
"A10863","0"
"A10865","0"
"A10866","0"
"A10867","0"
"A10868","0"
"A10869","0"
"A10870","1"
"A10871","1"
"A10872","0"
"A10873","0"
"A10874","1"
"A10875","1"
"A10876","1"
"A10877","1"
"A10878","0"
"A10879","0"
"A10880","0"
"A10881","0"
"A10882","0"
"A10883","0"
"A10884","0"
"A10886","1"
"A10887","0"
"A10888","0"
"A10889","0"
"A10890","0"
"A10891","0"
"A10892","0"
"A10894","0"
"A10896","1"
"A10898","0"
"A10899","0"
"A10900","0"
"A10901","1"
"A10902","0"
"A10903","0"
"A10905","0"
"A10908","1"
"A10909","0"
"A10910","0"
"A10911","1"
"A10912","0"
"A10913","1"
"A10914","0"
"A10915","1"
"A10916","0"
"A10917","0"
"A10918","1"
"A10919","0"
"A10920","0"
"A10922","0"
"A10923","0"
"A10924","1"
"A10926","0"
"A10927","0"
"A10928","0"
"A10932","0"
"A10933","0"
"A10934","0"
"A10936","0"
"A10938","0"
"A10940","0"
"A10941","0"
"A10942","0"
"A10943","0"
"A10945","1"
"A10946","0"
"A10947","0"
"A10949","1"
"A10950","0"
"A10951","0"
"A10953","0"
"A10954","0"
"A10955","0"
"A10956","0"
"A10957","0"
"A10958","0"
"A10959","0"
"A10960","0"
"A10961","0"
"A10962","0"
"A10963","0"
"A10964","1"
"A10966","0"
"A10967","0"
"A10968","0"
"A10969","0"
"A10970","0"
"A10971","1"
"A10972","0"
"A10973","0"
"A10974","0"
"A10975","1"
"A10976","0"
"A10977","0"
"A10979","0"
"A10980","1"
"A10981","1"
"A10982","0"
"A10984","0"
"A10985","0"
"A10986","0"
"A10987","0"
"A10988","0"
"A10989","1"
"A10990","0"
"A10991","0"
"A10992","0"
"A10996","0"
"A10997","0"
"A10998","0"
"A11000","0"
"A11003","0"
"A11004","0"
"A11006","0"
"A11007","0"
"A11008","0"
"A11009","1"
"A11010","0"
"A11011","0"
"A11012","0"
"A11013","0"
"A11014","0"
"A11016","0"
"A11017","0"
"A11018","0"
"A11019","0"
"A11021","0"
"A11022","0"
"A11023","0"
"A11024","0"
"A11025","0"
"A11026","0"
"A11027","1"
"A11029","1"
"A11030","0"
"A11031","0"
"A11032","1"
"A11035","1"
"A11036","0"
"A11037","1"
"A11038","0"
"A11039","0"
"A11040","1"
"A11041","1"
"A11042","0"
"A11043","0"
"A11044","1"
"A11045","1"
"A11046","0"
"A11048","1"
"A11050","0"
"A11052","0"
"A11053","1"
"A11054","0"
"A11056","1"
"A11057","0"
"A11059","0"
"A11060","1"
"A11061","1"
"A11062","0"
"A11064","1"
"A11065","0"
"A11066","0"
"A11067","0"
"A11068","0"
"A11069","0"
"A11070","0"
"A11071","0"
"A11072","0"
"A11073","1"
"A11074","0"
"A11075","1"
"A11076","0"
"A11077","0"
"A11080","0"
"A11081","0"
"A11082","0"
"A11083","0"
"A11084","1"
